ownership,area,x_cord,y_cord
Державна власність,3846.194224766964,62.017692836536284,62.017692836536284
Комунальна власність,14809.418453968126,121.69395405675718,121.69395405675718
Не визначено,21940.66114884735,148.12380345119198,148.12380345119198
Приватна власність,5209.951401854265,72.17999308571777,72.17999308571777
